σημείοιςδωδεκατημορίου#σημείοις δωδεκατημορίου
βραχείαςγεγενημένης#βραχείας γεγενημένης
δεῖνἀποβλέποντας#δεῖν ἀποβλέποντας
αἱὑπὸ#αἱ ὑπὸ
οὕτωςκατανοήσαιμεν#οὕτως κατανοήσαιμεν
τῶνπρὸς#τῶνπρὸς
κινήσειςἀπὸ#κινήσεις ἀπὸ
δεῖξαιτὰ#δεῖξαι τὰ
εὑρεῖντὰς#εὑρεῖν τὰς
παρατιθέμενοςεἰς#παρατιθέμενος εἰς
δεδομένονσυνῆφθαι#δεδομένον συνῆφθαι
ἴσηνπερίμετρον#ἴσην περίμετρον
ὁμοίαςἀντικοπῆς#ὁμοίας ἀντικοπῆς
ἴσονἀπέχοντα#ἴσον ἀπέχοντα
ἅματαῖς#ἅμα ταῖς
τὴντοιαύτην#τὴν τοιαύτην
καὶαἱ#καὶ αἱ
πηλικότηταςλέγωμεν#πηλικότητας λέγωμεν
ἔμπτωσινἐπαφῆς#ἔμπτωσιν ἐπαφῆς
καὶμάλιστα#καὶ μάλιστα
ἀπὸτοιαύτης#ἀπὸ τοιαύτης
καὶἐπεζεύχθω#καὶ ἐπεζεύχθω
ἐλάσσωνἐστὶν#ἐλάσσων ἐστὶν
κεφαλαίοιςτοιαύτην#κεφαλαίοις τοιαύτην
αὐτῶνὑπεροχῆς#αὐτῶν ὑπεροχῆς
ἔδειἤτοι#ἔδει ἤτοι
διαφοραίἀλλ'#διαφοραί ἀλλ
διασημαῖνονδηλονότι#διασημαῖνον δηλονότι
περιφέρειατῇ#περιφέρεια τῇ
πάλινἐπεὶ#πάλιν ἐπεὶ
περὶαὐτὴν#περὶ αὐτὴν
κίνησιντοῦ#κίνησιν τοῦ
καὶἐνταῦθά#καὶ ἐνταῦθά
γῆςἐπὶ#γῆς ἐπὶ
παρατιθέμενοςἐκλείψεις#παρατιθέμενος ἐκλείψεις
διπλῆἄρα#διπλῆ ἄρα
τὰκυριώτερα#τὰ κυριώτερα
ἰσημερινῷκύκλῳ#ἰσημερινῷ κύκλῳ
τῷῥύγχει#τῷ ῥύγχει
γόνασιντοῦ#γόνασιν τοῦ
ὅπερἂν#ὅπερ ἂν
τῷἡγουμένῳ#τῷ ἡγουμένῳ
τροπῆςἡμισφαιρίῳ#τροπῆς ἡμισφαιρίῳ
ἑκάτεραγὰρ#ἑκάτερα γὰρ
μεγίστηςἡμέρας#μεγίστης ἡμέρας
τῶνὡρῶν#τῶν ὡρῶν
αὐτάρκειτὰς#αὐτάρκει τὰς
ἐπουσίαςἡ#ἐπουσίας ἡ
τοιαύτηνπαρατήρησιν#τοιαύτην παρατήρησιν
ὑάδωνπρὸς#ὑάδων πρὸς
κύκλωνεἰς#κύκλων εἰς
καθ'ἕκαστον#καθ' ἕκαστον
μήκειἄρα#μήκει ἄρα
τῶνγνωμόνων#τῶν γνωμόνων
ἀριθμῶνἐν#ἀριθμῶν ἐν
τὴνθέσιν#τὴν θέσιν
κύκλουδιάμετρον#κύκλου διάμετρον
εἰσὶδύο#εἰσὶ δύο
διὰφοινίκης#διὰ φοινίκης
καὶκαθόλου#καὶ καθόλου
ἡμέραςπαρὰ#ἡμέρας παρὰ
δυσμῶνἐπ'#δυσμῶν ἐπ
τῶνκορυφῶν#τῶν κορυφῶν
γενήσεταιτεταρτημορίου#γενήσεται τεταρτημορίου
θεωρῆσαιτελευταίου#θεωρῆσαι τελευταίου
ἕτερονπρὸς#ἕτερον πρὸς
μέσῳτῷ#μέσῳτ ῷ
καὶνοτιώτερον#καὶ νοτιώτερον
τὸτῆς#τὸ τῆς
περὶἐνιαυσίου#περὶ ἐνιαυσίου
σώματισημείου#σώματι σημείου
δυνατὸνἦν#δυνατὸν ἦν
μεταβάσειγεγενημένην#μεταβάσει γεγενημένην
ὑπολειπόμεναἐφαίνετο#ὑπολειπόμενα ἐφαίνετο
ὥστετὴν#ὥστε τὴν
τοῖςἔμπροσθεν#τοῖς ἔμπροσθεν
ἐξάρματιγραφόμενος#ἐξάρματι γραφόμενος
φανερὸςμὲν#φανερὸς μὲν
οὐδὲνἧττον#οὐδὲν ἧττον
ὅμοιόςτε#ὅμοιός τε
τὸπρὸς#τὸ πρὸς
τέλεονἡ#τέλεον ἡ
καὶὅλον#καὶ ὅλον
πηλικότητοςαὐτῶν#πηλικότητο αὐτῶν
ἕκτοςἀπὸ#ἕκτος ἀπὸ
πόλωντῶν#πόλων τῶν
εἰσὶντῷ#εἰσὶν τῷ
τοῦτὰ#τοῦ τὰ
σελήνηνοἷον#σελήνην οἷον
προσάπτεινπλειόνων#προσάπτειν πλειόνων
τῆςτρίτης#τῆς τρίτης
πτήσεσινμήτε#πτήσεσιν μήτε
βορείωντῆς#βορείων τῆς
σκιαὶπρὸς#σκιαὶ πρὸς
ὑπὸαὐτὸν#ὑπὸ αὐτὸν
δωδέκατονλαβόντες#δωδέκατον λαβόντες
ἂνλαμβάνοιτο#ἂν λαμβάνοιτο
εὐθεῖαικαὶ#εὐθεῖαι καὶ
ὀσφύιτοῦ#ὀσφύι τοῦ
γιγνόμεναδιαστήματος#γιγνόμενα διαστήματος
τὸμέγεθος#τὸ μέγεθος
ἀεὶκατὰ#ἀεὶ κατὰ
παρὰδὲ#παρὰ δὲ
μὴπλέον#μὴ πλέον
τὰτοῦ#τὰ τοῦ
κατὰτὰ#κατὰ τὰ
αὐτὴνφέρεται#αὐτὴν φέρεται
εἰπεῖνταῦτα#εἰπεῖν ταῦτα
λέοντοςκαὶ#λέοντος καὶ
τὰςδύσεις#τὰς δύσεις
τοῦἑξαγώνου#τοῦ ἑξαγώνου
πλεῖστονμηδαμῶς#πλεῖστον μηδαμῶς
σκιὰςταῖς#σκιὰς ταῖς
περιφερείαςτοῦ#περιφερείας τοῦ
κύκλουπεριφερειῶν#κύκλου περιφερειῶν
δυναμένωνἐνεγκεῖν#δυναμένων ἐνεγκεῖν
ὅληνσφαῖραν#ὅλην σφαῖραν
ἰσημεριῶνχρόνους#ἰσημεριῶν χρόνους
θερινοῦτροπικοῦ#θερινοῦ τροπικοῦ
συναχθένταἀριθμὸν#συναχθέντα ἀριθμὸν
οἰκήσειςτινὲς#οἰκήσεις τινὲς
περιάγονταίτε#περιάγονταί τε
συνάγεταικαὶ#συνάγεται καὶ
τοσαύταςεἰσενεγκόντες#τοσαύτας εἰσενεγκόντες
ὑποκείσθωδὲ#ὑποκείσθω δὲ
τούτοιςμὲν#τούτοις μὲν
μὲνθερινὴ#μὲν θερινὴ
συναμφοτέραιςτῇ#συναμφοτέραις τῇ
ἐκκειμένωνἀποδειχθέντα#ἐκκειμένων ἀποδειχθέντα
τὰςπαρακειμένας#τὰς παρακειμένας
ἐπίτριτοςἀλλὰ#ἐπίτριτος ἀλλὰ
διπλασίονατῆς#διπλασίονα τῆς
μαθηματικῶςἐπιβάλλωμεν#μαθηματικῶς ἐπιβάλλωμεν
ἑκάστηαὐτῶν#ἑκάστη αὐτῶν
περιεχομένηντὴν#περιεχομένην τὴν
ἑκάστηνθέσιν#ἑκάστην θέσιν
τὴνγινομένην#τὴν γινομένην
μέσονκαὶ#μέσον καὶ
τῶνγινομένων#τῶν γινομένων
σχῆματῆς#σχῆμα τῆς
καὶκλιμάτων#καὶ κλιμάτων
μοῖρανὁ#μοῖραν ὁ
ἂντῆς#ἂν τῆς
σχεδὸντήν#σχεδὸντήν
νυχθημέρωνθεωρουμένη#νυχθημέρων θεωρουμένη
μηνιαίανγίνεσθαι#μηνιαίαν γίνεσθαι
κύκλουπεριεχομένων#κύκλου περιεχομένων
πολὺκαὶ#πολὺ καὶ
μετοπωρινὴνἰσημερίαν#μετοπωρινὴν ἰσημερίαν
τινῶνπαρακεχωρηκυῖα#τινῶν παρακεχωρηκυῖα
τριγώνουκαὶ#τριγώνου καὶ
ἀλλήλαιςεἰσὶν#ἀλλήλαις εἰσὶν
τὰςπηλικότητας#τὰς πηλικότητας
τοὺςτούτου#τοὺς τούτου
εὑρέσεωςκαὶ#εὑρέσεως καὶ
ἀλεξάνδρουτελευτῆς#ἀλεξάνδρου τελευτῆς
κύκλουτεταρτημόριον#κύκλου τεταρτημόριον
κύκλοςπρὸς#κύκλος πρὸς
δὲἡ#δὲ ἡ
ἀποκατάστασινὁρίζεσθαί#ἀποκατάστασιν ὁρίζεσθαί
τρίτηςκατὰ#τρίτης κατὰ
τουτέστιπόσων#τουτέστι πόσων
οἰκείωντόπων#οἰκείων τόπων
σημεῖονἡ#σημεῖον ἡ
πάντατῆς#πάντα τῆς
ἀλλ'ἐπεὶ#ἀλλ' ἐπεὶ
ποιοῦνταπάντοτε#ποιοῦντα πάντοτε
ἐπιπέδουκαταγραφῆς#ἐπιπέδου καταγραφῆς
κύκλωνλέγομεν#κύκλων λέγομεν
τοῦμὴ#τοῦ μὴ
ἰσημερινοῦμοίραις#ἰσημερινοῦ μοίραις
τὴνμεσουρανοῦσαν#τὴν μεσουρανοῦσαν
ἐκεῖναμάχεται#ἐκεῖνα μάχεται
ἔτιπεριλειφθήσονται#ἔτι περιλειφθήσονται
ταῖςὑποθέσεσι#ταῖς ὑποθέσεσι
ἀναφορῶνὀρθὴ#ἀναφορῶν ὀρθὴ
ἀναφοραῖςπαρακολουθούντων#ἀναφοραῖς παρακολουθούντων
καὶοὔτε#καὶ οὔτε
συμφώνουςταῖς#συμφώνους ταῖς
διὰναπάτων#διὰ ναπάτων
ἀγωγῆςκαὶ#ἀγωγῆς καὶ
οὐρανοῦκατ'#οὐρανοῦ κατ'
οὐδὲτὸ#οὐδὲ τὸ
τὸμήτε#τὸ μήτε
φυσικώτερόντις#φυσικώτερόν τις
αὐτὸςκαὶ#αὐτὸς καὶ
τῶνσωμάτων#τῶν σωμάτων
καταγνῶναιτοῦ#καταγνῶναι τοῦ
λαμβανόντωνὑπὸ#λαμβανόντων ὑπὸ
γινομένωνγωνιῶν#κύκλουδιάμετρος#
ὅσαἄλλα#ὅσα ἄλλα
ἐπ'ὀρθῆς#ἐπ' ὀρθῆς
ὅσαςμοίρας#ὅσας μοίρας
βορειοτέρωνἀναφαίνεται#βορειοτέρων ἀναφαίνεται
τῇτῶν#τῇ τῶν
τῆςἀπό#τῆ ςἀπό
γὰργράψωμεν#γὰρ γράψωμεν
ἡμικύκλιονδιὰ#ἡμικύκλιον διὰ
δὲἀπὸ#δὲ ἀπὸ
ἄστραφαινομένων#ἄστρα φαινομένων
δὴτῆς#δὴ τῆς
ἡμέραςφανερὸν#ἡμέρας φανερὸν
ζῳδίωντὴν#ζῳδίων τὴν
μεταξὺδιαστήματά#μεταξὺ διαστήματά
καὶσυνεχεστέρας#
πρὸςὀρθὰς#
ἰσημερινῷπεριλαμβάνεσθαι#
συναναπληρώσειἐπεὶ#
σημείῳτινὶ#
μόναςγωνίας#
σημείουγραφόμενον#
κοινὴνπροσθῶμεν#
τῆςδεκαμοιρίαν#
μὲνοὐρανὸν#
ἡτὴν#
ἐστὶνσυναμφοτέροις#
τοῦπλάτους#
ἐστινπάλιν#
ὀξεῖανοὕτως#
ὀφιούχουἐπ'#
μὲνἡμερινὰς#
ὁλοσχερέστερονἀναγεγραμμένην#
τῆςτομῆς#
καταγραφὴμόνων#
τούτωνδοθέντων#
τὸνὑδροχόον#
προηγεῖσθαι#
τεπερὶ#
καλεῖταιμεσημβρινός#
διὰπτολεμαΐδος#
τέλεονἂν#
δύομόνοι#
ἀναλογίανμείζονας#
κλίσιςτοῦ#
ἐπεσκιάσθη#
ἐκτομὴν#
τὰμέρη#
ἐπιλογισμῶντὴν#
ἀπὸδιαφόρων#
φαινομένηντῆς#
πόλουςγινομένην#
ἄραἐστίν#
θαλάττηςἀνακυπτόντων#
τεεἶναι#
δοθήσεταιτὴν#
τοὺςἔγγιστα#
ἐπεὶὁ#
ἀπέχῃτῆς#
δυσὶνἴσαι#
ὑπ'ἐκείνων#
τὸπρῶτον#
σημεῖονεἶναι#
θεολογικὸνδιὰ#
ἰσημερίανἢ#
ἂνσφοδροτάτην#
δύοδὴ#
διαστήματατῶν#
ὁστάχυς#
μετὰτούτους#
ἰσημερίανπρὸς#
αὐτῶντὴν#
ἀρετῶνἐνίας#
τῶνοὕτως#
αὐτοῦπόλος#
πόσονὁ#
ὅλωςὁ#
καὶἐπιζευχθεῖσαι#
τῶνἄστρων#
ἐπεὶγὰρ#
διορθώσεωςἐπὶ#
τῆςἕκτης#
ὅτιἡ#
περιφέρειαπρὸς#
ὅτιτὸ#
παρὰμέν#
ἰσημερίαναὐτῶν#
ἀρχῆςτῶν#
ποιεῖτὸ#
καὶπεριεχέτω#
σημεῖαἴσον#
πόλωνπεριφέρειαν#
γίνεταιμάλιστα#
ὑπὸχεῖρα#
λόγουτῶν#
ἐπεσημήνατομάλιστα#
τὸνχειμῶνα#
καθάπερτισὶν#καθάπερ τισὶν
γὰρκαὶ#
ἐνοὕτως#
ἡλίουκινήσεως#
τιςἄν#
εὐχεροῦςμεταχειριζώμεθα#
ἄγουσαεὐθεῖα#
τοῦπαχὼν#
μέσονλόγον#
οἴκησινἐγκεκλιμένης#
ἑαυτὸνχρόνοις#
τῆςἀκινήτου#
οὐρανοῦκαὶ#
τετηρημέναιςδυνατὸν#
τὴνπεριαγωγὴν#
κοῦφονἢ#
ταχυτέραςτῶν#
τοῦτῶν#τοῦ τῶν
ὥραιςἔγγιστα#
τῆςἀκίδος#
ἑπομένηςκεφαλῆς#
ἐπιγραφομένης#
ὁμοιομερέστερόςἐστιν#
τοῦτριγώνου#
τὰἰσημερινὰ#
λοιπῶνἀφανῶν#
αὐτήδιήχθω#
περὶἐκείνους#
ἡἀπολαμβανομένη#
δίχατε#
δυσμὰςπερὶ#
αὐτὴκαὶ#
τῶνδιὰ#
δυσερμήνευτον#
εἰλημμένηςἐν#
γίνεταιγὰρ#
φερούσηςτὸν#
παλαιῶνἅμα#
ἀνεπαίσθητοςἔτι#
λοιπὰμέθοδον#
τὴνἰσημερινήν#
τῶνἀριθμῶν#
εἰκασίανἢ#
καὶἀποληφθείσης#
γινομέναςπρὸς#
εὐθείαςὑποκειμένης#
λόγοςσυνημμένος#
ἐλάσσοναλόγον#
ζῳδίωνκύκλος#
εἰςτοῦτο#
φορὰνἐπ'#
ἢδισκοειδῆ#
προηγούμενοςδὲ#
παραλλήλουςπάλιν#
τετὸν#
ταῖςἐπ'#
τετὴν#
ἐπὶταύτης#
τὴνοἰκείαν#
τοὺςὑστέρους#
τεἐπὶ#
ὑπαρχούσηςπερὶ#
τὰδιὰ#
ἕνεκεντῶν#
δυναμένηςτῆς#
προσήκεινἐπεξεργάζεσθαι#
πλάγιαμέρη#
τὸνδ'#
μοῖρανλόγου#
εὐθεῖαμικρὸν#
τὸνἐπὶ#
πόλουτοῦ#
μὲνἄλλα#
τοὺςμέσους#
αὐτὸπᾶσιν#
καὶπροκείσθω#
καὶἦν#
τῆςἑπομένης#
κύκλουκαὶ#
ἴσηνγίνεσθαι#
ἀνατολῶνἐπὶ#
ὁρῶμενπλεονάκις#
παρ'ἑκάστοις#
τὸνἥλιον#
τοῦοἰκείου#
πέμπτηχρόνους#
ἐὰνπρὸς#
τῷκέντρῳ#
τῶνἀπολαμβανομένων#
δὲδύο#
ἐπείπερἐδείχθησαν#
πρὸςβεβαίαν#
προδιαλήψεωςοἷον#
τιμοχάριδοςἐπιλογίζεται#
οὕτωςσυμβήσεται#
περίμετρονὑποτιθέμεθα#
τῶνἀποδεδειγμένων#
ἀπεχόντωνἐφ'#
μέχριτῆς#
μερόηςπαραλλήλου#
ὁἐπὶ#
ἀπὸτῶν#
καὶδυσὶ#
ἐφ'ἑκάτερα#
βαἐλάσσων#
δοθέντωνἅπαξ#
περισσὸνἡγησάμεθα#
διαφοράμάλιστα#
αὐτῷπλησιαζόντων#
τέτμηταιδίχα#
κύκλοςὁ#
ἐστίνἀλλὰ#
κύκλουπρότερον#
ἐὰνἡ#
περιφέρειατῆς#
καὶπανταχῆ#
ὃςἀφορίζει#
ἀλλὰἐν#
ἔγγισταμοίρας#
πάντωνκαθ'#
κύκλωντό#
δὲμεγίστη#
δύνοντοςἐκεῖ#
τὰλοιπὰ#
κέντρονσημείου#
πάλιντῷ#
εἴητὸ#
περιφέρειαιἥ#
ἐγκλίσειςθεωρουμένων#
ἰσημερινὴνἡμέραν#
τοῦδιδομένου#τοῦ διδομένου
ἐπειδήπερἡ#ἐπειδήπερ ἡ
ἤτοιἀεὶ#ἤτοι ἀεὶ
ἣναἱ#ἣ ναἱ
προκειμένῳπαραλλήλῳ#προκειμένῳ παραλλήλῳ
γίνεταιεὐθείας#γίνεται εὐθείας
πόσαςμοίρας#πόσας μοίρας
ἐπιστρέψαντα#
μεσημβρίανμηδὲ#
ἰσημερινοῦἐπὶ#
ἄνισοιδύο#
οὐκέτ'ἂν#
ὑποκειμένωντῶν#
καὶἀκόλουθον#
τῶνκαθ'#
ἐποίειπάντοτε#
γωνίανπεριεχόντων#
τῆςὀρθῆς#
ὀκτωκαιδεκαετηρίδων#
ταυτολογοῦντες#
μέροςγινομένας#
τετῶν#τε τῶν
πρότερονκαὶ#πρότερον καὶ
ἰχθύωνδωδεκατημόριον#ἰχθύων δωδεκατημόριον
ἐλάττονακαὶ#
ἐστινἐνταῦθα#
γὰρσυγχωρήσωμεν#
εὐπόριστος#
ταὐτὰδὲ#
μείζονοςκαὶ#
μὴφαινομένων#
περιφερείαςγίνεται#
μοίραςκαὶ#
γὰρπάλιν#
προαπεδείχθημοιρῶν#
ἀδιστάκτωςἐπιλελογισμένης#
ἐφ'ἑνὸς#
κύκλουπεριφέρειαι#
καλούμεναδὲ#
αὐτῶνἑκάστη#
ἑξῆςἐπὶ#
ἄνευδιδασκαλίας#
τὸνμακρότερον#
δὲμηδέτερον#
ἐπὶδύο#
ὅτικαὶ#
καὶἰσημερινοῦ#
μόνοςδὲ#
συναναφερομένηναὐτῇ#
μέρητοῦ#
μὴκατὰ#
κατὰλέξιν#
αἱπλευραὶ#
τροπαῖςπολὺ#
ἐκφανεῖςποιοῦντες#
καὶἄκρου#
περιόδουπροηγούμενον#
ἰσημερινὴσκιὰ#
πλοκάμῳἐπὶ#
φθαρτὰὅλως#
ἔσταισημεῖα#
ὑποκειμένῳἐπιπέδῳ#
μεσουρανήσεσινἀσκίους#μεσουρανήσεσιν ἀσκίους
κύκλοιἀνίσους#κύκλοι ἀνίσους
πουμήτε#που μήτε
καθόλουτῶν#
ἴσωντῆς#
δεκαμοιρίαςποιησάμενοι#
γραφῶσίτινες#
θεωρίαςπάντα#
μέροςὀφειλόντων#
καὶεὐκινητοτάτης#
τῆςεη#
σφαίραςδιχοτομεῖν#
ἔγγισταὑπάρχον#
χειμερινὸνλέγεται#
τῷμέσῳ#
γινομένηνγωνίαν#
τιςἐξεταστικῶς#
τρισὶνπλευραῖς#
τὸἀμφοτέρους#
μικρομερεστέραςμηδενὶ#μικρομερεστέρας μηδενὶ
αὐτὴδέδοται#αὐτὴ δέδοται
γωνίαςἤχθω#γωνίας ἤχθω
κεῖνταιδύο#
πειρασόμεθαδιὰ#
κυλινδρίωνἀκλινῆ#
τμήματαμείζονα#
τῆςπέμπτης#
ὥρατοῦ#
τμήματατοῦ#
τὴναὐτῶν#
ὡςἀκριβέστατα#
ὁρίζοντοςτὴν#
καὶπάνυ#
ζῳδίωνγραφομένου#
δοκοῦσίμοι#
δύναταιπαρίστασθαι#
σημείουγραφομένου#
ἔστωτὴν#
διὰτοιαύτης#
τῆςἡλιακῆς#
πόλουςἑτέρους#
τιπρὸς#
ἑαυτοὺςφαινόμενα#
οὐδαμῶςοὕτως#
καὶτούτων#
τοῦδευτέρου#
συμβεβηκότωνπερί#
ἰσογώνιονγίνεται#
τὸνἀέρα#
ἀποτελεῖσθαιτῷ#
ποιούμενοιδιαμαρτάνειν#
ὅτιμηδὲ#
διὰδὲ#
ἀντεκόπτοντοὑπὸ#
ἔτιβορειοτέρων#
γῆςτόπων#
ἔτειἀντωνίνου#
περιεχούσαςεὐθείας#
ἀπέχῃἐφ'#
γωνιῶνκαὶ#
τοῦμεσορὴ#
ἄραὑπὸ#
ὥσπερἀφοριζομένη#
βορειότεροιπαράλληλοι#
περιφερείαςτὰς#
τοῦβορείου#
”συντέταχαδὲ#
ἑαυτὰκαὶ#
εὑρίσκεσθαιτῆς#
ἐνᾡδήποτε#
ἔστινδὲ#
ἀριστάρχουτετηρημένην#
ἐστὶνταῖς#
γάρεἰσι#
ἵππαρχοςδὲ#
γῆςἐν#
ἢτοὺς#
ἀεὶφανερός#ἀεὶ φανερός
δὲἔλασσον#δὲ ἔλασσον
γεγράφθωδιὰ#γεγράφθω διὰ
ἡμῖνγέγονεν#
τοῦπερσέως#
πόλῳμὲν#
κάτωἢ#
αὐταῖςὥραις#
ὁμεταξὺ#
ἀναγράφειβορειότερον#
τὴνκυρτότητα#
εἶναιταῖς#
πλάτουςαὐτῶν#
παράλληλονἴσας#
μάλιστατῶν#
τὴνκαταλαμβανομένην#
ὥστεἐπειδὴ#
ὡςδιὰ#
τοξότηνκύκλου#
καὶἰσημερινὰ#
συναμφοτέραςδυσὶν#
τῆςμεγίστης#
πάντωνἡμῶν#
ἐννεακαιδέκατός#
ἐστινἔγγιστα#
ἀπεδείξαμεντοιούτων#
ἀνατολικὰςγωνίας#
συναμφότεραιμὲν#
πάλινἕνεκεν#
αὐτῶνἡμιωρίῳ#αὐτῶν ἡμιωρίῳ
ὧνεὑρίσκομεν#ὧν εὑρίσκομεν
τῶνπαραλλήλων#τῶν παραλλήλων
τετμήσθωδίχα#
ὁμοίανεἶναι#
ἁπαλὸνκαὶ#
θεωρουμένωντοῦ#
μιᾶςἡμέρας#
ἰσημερινοῦπαραλλήλους#
παραλλήλωνγινόμενα#
πλεῖστονεἰς#
μὲνγὰρ#
τουτέστιντῆς#
ὑποκειμένηςκαιρικῆς#
σιωπῆσαίτι#
λοιπὴἄρα#
καὶχρόνοις#
συναποδεδειγμέναςἕξομεν#
ἐπὶἔτη#
ἕξομενμέσον#
γεγονέναιτούτων#
τῆςἀνδρομέδας#
θεωρουμένηνἀποκατάστασιν#
ὁκαλούμενος#ὁ καλούμενος
τεσσάρωνδίχα#τεσσάρων δίχα
ἑκατέραδὲ#ἑκατέρα δὲ
καὶπροσαναπεπληρώσθω#
τὸὑποκάτω#
ἔτεσινκατὰ#
ὁρίζοντοςτοῦ#
μάλισταἐπισημανθείσαις#
πανταχόθενἀτρεμοῦσα#
προκείσθωδὲ#
ὥραςἀπέχει#
μέσονκίνημα#
κλιμάτωντὸ#
δυσὶταῖς#
καὶμέγιστον#
ὅθενἂν#
ὁμαλῶςπεριαγούσης#
τῆςτοῦ#
τῆςτε#
ἡγουμένουὤμου#
γωνίατῇ#
τὴνπερὶ#
ἁπασῶνἁπλῶς#
γὰρἕξομεν#
οὐρανίωνἀπόστασιν#
φορᾶςπρῶτον#
μέρητινῶν#
γινόμεναδιά#
ἤχθωἀπὸ#
τοὺςσεληνιακούς#
δὲγῆν#
ἡκυρτότης#
ἰσημερινὸνἀνέγκλιτον#
τοῦλέοντος#
κανονικήντινα#
διηγμέναςτὰς#
τῷτετραπλεύρῳ#τῷ τετραπλεύρῳ
ποδὶτοῦ#ποδὶ τοῦ
πάροδοντοῦ#πάροδον τοῦ
πόλωνγράφεσθαι#
καὶσυναμφότεραι#
μεσημβρινοῦπεριφερειῶν#
τετράπλευροντυχὸν#
ἐλαχίστωνἡμερῶν#
γράψωμενδι'#
τῶνβαρῶν#
μένεινἐπιφανείας#
τυγχάνομεντετηρηκότες#
χειμερινῆςτροπῆς#
μὲντῆς#
προσπλέωμενὄρεσιν#
διοπτεύσειςκαὶ#
καὶλοιπὴ#
τὴνἐαρινὴν#
ἦνκατὰ#
πάνυεὔκρατον#
καὶτετάρτοις#
ἵππουκαὶ#
ὁπεριεχόμενος#
πόλῳτοῦ#
δεδόσθωτετηρημένη#
δὲἑκατέρα#
ἐπὶτὰ#
καὶαὐτὰ#
τόντε#
τινὰτεταγμένην#
ἐνάτηςτοῖς#
τομὰςτῶν#
ἐποχῆςτοῦ#
καὶτόδε#καὶ τόδε
τὸνἕτερον#τὸν ἕτερον
ὑπερέχουσαν#
ἀμαυροί#
ζαδτῇ#
ἀνάλογόν#
γηα#
καὶἐπ'#
καν#
τεὁρίζοντος#
μόνῃτῇ#
ἰσοσκελές#
εὐθεῖανἐλάσσονα#
ἐκεῖνό#
εὑρίσκοιμεν#
δλαη#
ἐπιλελογισμένη#
ἐνιαύσιακαὶ#
συγχρήσηται#
διεληλύθασιν#
ἐπιλογίζεταιμὲν#
φαίνωνταί#
ἀδουλιτικοῦ#
μανθάνοντες#
ληβδύο#
ἐλλείπουσα#
συναφῶν#
ἐκκειμένωντῆς#
διῆχθαι#
ἐνιαυτός#
διότιμηδ'#
ἀναπτικὴν#
ἀδιστάκτους#
συναμφότερον#
ηαζ#
ἵσταμεν#
διόρθωσις#
γελοῖα#
τὰςἐκκειμένας#
ἀπολαμβάνῃ#
ὁλοσχερῆ#
διπλασιασθεῖσα#
{ἐνιαύσιοι#
ἀποδεδεῖχθαι#
παντός#
τεμνομένων#
ἐμφατικωτέρας#
συνελογισάμεθα#
συμφωνεῖν#
χειμερινὸς#
συμπεριήγετο#
συναγομένης#
γράφωμεν#
ἀπαρτιζομένην#
ἡλιακοὺς#
